"","key_pin","pi_ns","address","tax_district","classes","subclass2","land_total_sf","gba","market_value","x2026_partial_value","x2026_partial_value_reason","sheet_name","file_name","idph_number","bldg_sf","units_beds","revenue_bed_night","est_pgi","est_vacancy_percent","exp_percent","noi","cap_rate","tax_load","loaded_cap","final_mv_bed","year_blt","investment_rating","adj_rent_sf","pgi","v_c","egi","percent_exp","l_b_ratio","excess_land_area","excess_land_value","final_mv_sf","studios","x1br","x2br","x3br","x4br","mobile_home_pads","comm_sf","adjusted_pgi","final_mv_unit","nbhd","town_region","total_land_val","impr_name","units_keys","rev_key_night","occupancy","rev_par","total_rev","ebitda_noi","final_mv_key"
"797","16-28-216-024-0000","16-28-216-024-0000 16-28-216-025-0000","5020 W 24TH CICERO","15001","3-14 3-14","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","6300",NA,"514000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"0",NA,NA,NA,NA,NA,"53352","0.07","0.0338306737932047","0.103830673793205",NA,"1965","C",NA,NA,"0.05","82080","0.35",NA,NA,NA,NA,"0","8","0","0","0","0","0","86400","64250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","16-29-401-001-0000","16-29-401-001-0000","5921 W 26TH CICERO","15001","3-14","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","7020",NA,"514000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"5944",NA,NA,NA,NA,NA,"53352","0.07","0.033831408827181","0.103831408827181",NA,"1916","C",NA,NA,"0.05","82080","0.35",NA,NA,NA,NA,"0","8","0","0","0","0","0","86400","64250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","16-32-407-073-0000","16-32-407-073-0000","5615 W 35TH CICERO","15001","3-14","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","5015",NA,"514000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"5520",NA,NA,NA,NA,NA,"53352","0.07","0.0338306737932047","0.103830673793205",NA,"1959","C",NA,NA,"0.05","82080","0.35",NA,NA,NA,NA,"0","8","0","0","0","0","0","86400","64250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","16-32-407-074-0000","16-32-407-074-0000","5611 W 35TH CICERO","15001","3-14","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","5015",NA,"514000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"5580",NA,NA,NA,NA,NA,"53352","0.07","0.0338307406247686","0.103830740624769",NA,"1960","C",NA,NA,"0.05","82080","0.35",NA,NA,NA,NA,"0","8","0","0","0","0","0","86400","64250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","16-33-204-028-0000","16-33-204-028-0000","5120 W 32ND CICERO","15002","3-14","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","6250",NA,"514000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"4896",NA,NA,NA,NA,NA,"53352","0.07","0.0338311584447361","0.103831158444736",NA,"1959","C",NA,NA,"0.05","82080","0.35",NA,NA,NA,NA,"0","8","0","0","0","0","0","86400","64250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","16-28-305-043-0000","16-28-305-043-0000 16-28-305-044-0000","5439 W 30TH CICERO","15002","3-14 3-14","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","6038",NA,"514000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"0",NA,NA,NA,NA,NA,"53352","0.07","0.0338315877436279","0.103831587743628",NA,"1964","C",NA,NA,"0.05","82080","0.35",NA,NA,NA,NA,"0","8","0","0","0","0","0","86400","64250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","16-28-125-011-0000","16-28-125-011-0000","5419 W 25TH CICERO","15006","3-14","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","3750",NA,"514000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"4184",NA,NA,NA,NA,NA,"53352","0.07","0.0338305402659163","0.103830540265916",NA,"1964","C",NA,NA,"0.05","82080","0.35",NA,NA,NA,NA,"0","8","0","0","0","0","0","86400","64250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","16-33-212-016-0000","16-33-212-016-0000 16-33-212-017-0000","3231 S 50TH CICERO","15002","3-14 3-14","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","5601",NA,"514000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"0",NA,NA,NA,NA,NA,"53352","0.07","0.0338307244710579","0.103830724471058",NA,"1979","C",NA,NA,"0.05","82080","0.35",NA,NA,NA,NA,"0","8","0","0","0","0","0","86400","64250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","16-28-109-021-0000","16-28-109-021-0000","5438 W 23RD CICERO","15001","3-15","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","3750",NA,"514000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"5928",NA,NA,NA,NA,NA,"53352","0.07","0.033830516887586","0.103830516887586",NA,"1916","C",NA,NA,"0.05","82080","0.35",NA,NA,NA,NA,"0","8","0","0","0","0","0","86400","64250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","16-28-227-051-0000","16-28-227-051-0000","5106 W 26TH CICERO","15001","3-14","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","4725",NA,"501000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"4374",NA,NA,NA,NA,NA,"52055.25","0.07","0.0338303873688175","0.103830387368818",NA,"1965","C",NA,NA,"0.05","80085","0.35",NA,NA,NA,NA,"1","7","0","0","0","0","0","84300","62625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","16-28-128-024-0000","16-28-128-024-0000","5501 W 25TH CICERO","15001","3-14","48:MULTIFAMILY-AFFORDABLE HOUSING","5422",NA,"496000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"5346",NA,NA,NA,NA,NA,"56430","0.08","0.033830705940538","0.113830705940538",NA,"1962","C",NA,NA,"0.05","102600","0.45",NA,NA,NA,NA,"0","10","0","0","0","0","0","108000","49600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","16-28-130-046-0000","16-28-130-046-0000","5344 W 26TH CICERO","15001","3-14","48:MULTIFAMILY-AFFORDABLE HOUSING","6577",NA,"496000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"6396",NA,NA,NA,NA,NA,"56430","0.08","0.033830705940538","0.113830705940538",NA,"1967","C",NA,NA,"0.05","102600","0.45",NA,NA,NA,NA,"0","10","0","0","0","0","0","108000","49600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","16-33-122-062-0000","16-33-122-062-0000","5312 W 35TH CICERO","15002","3-14","48:MULTIFAMILY-AFFORDABLE HOUSING","7000",NA,"496000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"5354",NA,NA,NA,NA,NA,"56430","0.08","0.033830705940538","0.113830705940538",NA,"1962","C",NA,NA,"0.05","102600","0.45",NA,NA,NA,NA,"0","10","0","0","0","0","0","108000","49600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","16-33-122-065-0000","16-33-122-065-0000","5300 W 35TH CICERO","15002","9-14","50:MULTIFAMILY-SAP, 35% TIER","6325",NA,"496000","322400","AHSAP","Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"5352",NA,NA,NA,NA,NA,"56430","0.08","0.0338319306349329","0.113831930634933",NA,"1966","C",NA,NA,"0.05","102600","0.45",NA,NA,NA,NA,"0","10","0","0","0","0","0","108000","49600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","16-32-405-005-0000","16-32-405-005-0000 16-32-405-006-0000","5709 W 35TH CICERO","15001","3-14 3-14","49:MULTIFAMILY-SAP, 15% TIER","5900",NA,"496000","372000","AHSAP","Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"0",NA,NA,NA,NA,NA,"56430","0.08","0.0338299019253438","0.113829901925344",NA,"1962","C",NA,NA,"0.05","102600","0.45",NA,NA,NA,NA,"0","10","0","0","0","0","0","108000","49600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","16-28-130-050-0000","16-28-130-050-0000","5351 W 25TH CICERO","15001","3-15","50:MULTIFAMILY-SAP, 35% TIER","6804",NA,"496000","322400","AHSAP","Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"5238",NA,NA,NA,NA,NA,"56430","0.08","0.0338302906831442","0.113830290683144",NA,"1965","C",NA,NA,"0.05","102600","0.45",NA,NA,NA,NA,"0","10","0","0","0","0","0","108000","49600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","16-32-330-046-0000","16-32-330-046-0000","6044 W PERSHING CICERO","15001","3-14","48:MULTIFAMILY-AFFORDABLE HOUSING","5985",NA,"486000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"5526",NA,NA,NA,NA,NA,"55332.75","0.08","0.0338304700313192","0.113830470031319",NA,"1964","C",NA,NA,"0.05","100605","0.45",NA,NA,NA,NA,"1","9","0","0","0","0","0","105900","48600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","16-20-200-037-0000","16-20-200-037-0000","5947 W ROOSEVELT CICERO","15001","3-18","42:MULTIFAMILY-MIXED USE, LOW RISE, 3 FL =<","3125",NA,"458000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"6200",NA,NA,NA,NA,NA,"47510.45","0.07","0.0338307497030983","0.103830749703098",NA,"1914","C",NA,NA,"0.05","73093","0.35",NA,NA,NA,NA,"0","0","3","0","0","0","1687","76940","65428.5714285714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","16-32-219-029-0000","16-32-219-029-0000 16-32-219-030-0000","5640 W 35TH CICERO","15001","3-14 3-14","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","5900",NA,"450000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"0",NA,NA,NA,NA,NA,"46683","0.07","0.0338299807627343","0.103829980762734",NA,"1959","C",NA,NA,"0.05","71820","0.35",NA,NA,NA,NA,"0","7","0","0","0","0","0","75600","64285.7142857143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","16-28-121-026-0000","16-28-121-026-0000","5434 W 25TH CICERO","15006","3-15","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","3375",NA,"450000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"4930",NA,NA,NA,NA,NA,"46683","0.07","0.0338309048039352","0.103830904803935",NA,"1913","C",NA,NA,"0.05","71820","0.35",NA,NA,NA,NA,"0","7","0","0","0","0","0","75600","64285.7142857143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","16-32-407-072-0000","16-32-407-072-0000","5621 W 35TH CICERO","15001","3-14","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","5358",NA,"450000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"4626",NA,NA,NA,NA,NA,"46683","0.07","0.0338309048039352","0.103830904803935",NA,"1961","C",NA,NA,"0.05","71820","0.35",NA,NA,NA,NA,"0","7","0","0","0","0","0","75600","64285.7142857143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","16-20-336-010-0000","16-20-336-010-0000","2125 S 60TH CICERO","15001","3-13","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","4875",NA,"450000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"4994",NA,NA,NA,NA,NA,"46683","0.07","0.0338308208","0.1038308208",NA,"1929","C",NA,NA,"0.05","71820","0.35",NA,NA,NA,NA,"0","7","0","0","0","0","0","75600","64285.7142857143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","16-32-219-088-0000","16-32-219-088-0000","5626 W 35TH CICERO","15001","3-14","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","6951",NA,"450000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"3739",NA,NA,NA,NA,NA,"46683","0.07","0.0338305158740668","0.103830515874067",NA,"1959","C",NA,NA,"0.05","71820","0.35",NA,NA,NA,NA,"0","7","0","0","0","0","0","75600","64285.7142857143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","16-20-429-001-0000","16-20-429-001-0000","5741 W 21ST CICERO","15001","3-14","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","4158",NA,"414000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"5716",NA,NA,NA,NA,NA,"42978","0.07","0.033830910054195","0.103830910054195",NA,"1926","C",NA,NA,"0.05","66120","0.35",NA,NA,NA,NA,"8","0","0","0","0","0","0","69600","51750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","16-29-128-035-0000","16-29-128-034-0000 16-29-128-035-0000","6140 W 26TH CICERO","15001","3-14 3-14","48:MULTIFAMILY-AFFORDABLE HOUSING","6750",NA,"397000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"0",NA,NA,NA,NA,NA,"45144","0.08","0.033830390077383","0.113830390077383",NA,"1962","C",NA,NA,"0.05","82080","0.45",NA,NA,NA,NA,"0","8","0","0","0","0","0","86400","49625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","16-29-200-032-0000","16-29-200-002-0000 16-29-200-003-0000 16-29-200-004-0000 16-29-200-031-0000 16-29-200-032-0000","5953 W CERMAK CICERO","15003","5-92 5-90 5-90 5-90 5-28","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","33505",NA,"547000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"0",NA,NA,NA,NA,NA,"56789.1","0.07","0.0338308208","0.1038308208",NA,"1929","C",NA,NA,"0.05","92340","0.385",NA,NA,NA,NA,"0","10","0","0","0","0","0","97200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","16-20-335-018-0000","16-20-335-018-0000","6026 W CERMAK CICERO","15003","3-18","42:MULTIFAMILY-MIXED USE, LOW RISE, 3 FL =<","7000",NA,"785000",NA,NA,"Multifamily","Cicero 2026 T15.PublicModel.xlsx",NA,"10038",NA,NA,NA,NA,NA,"81492.3585","0.07","0.0338308208","0.1038308208",NA,"1923","C",NA,NA,"0.05","132507.9","0.385",NA,NA,NA,NA,"0","0","0","2","0","0","6069","139482","112142.857142857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","16-21-101-065-0000","16-21-101-065-0000 16-21-101-066-0000","1410 S 55TH CICERO","15008","5-93 5-80","17:INDUSTRIAL-STORAGE WAREHOUSES","90331",NA,"2407000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"47188",NA,NA,NA,NA,NA,"408117.215","0.085","0.084577052","0.169577052",NA,"1955","C","11","519068","0.075","480137.9","0.15","4","0","0","51.0018890999473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","16-21-102-004-0000","16-21-102-004-0000 16-21-102-005-0000 16-21-102-019-0000","1223 S 55TH CICERO","15008","5-93 5-93 5-93","17:INDUSTRIAL-STORAGE WAREHOUSES","178073",NA,"6252000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"136200",NA,NA,NA,NA,NA,"1060163.775","0.085","0.0845771347968372","0.169577134796837",NA,"1991","C","9.9","1348380","0.075","1247251.5","0.15","4","0","0","45.9016777782306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","16-21-102-007-0000","16-21-100-064-0000 16-21-100-065-0000 16-21-100-066-0000 16-21-100-067-0000 16-21-102-007-0000","1337 S 55TH CICERO","15008","5-80 5-80 5-80 5-80 5-93","17:INDUSTRIAL-STORAGE WAREHOUSES","65065",NA,"3512000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"68867",NA,NA,NA,NA,NA,"595613.46625","0.085","0.0845774749465873","0.169577474946587",NA,"1925","C","11","757537","0.075","700721.725","0.15","4","0","0","51.001761895111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","16-21-102-011-0000","16-21-101-051-0000 16-21-101-052-0000 16-21-101-053-0000 16-21-101-054-0000 16-21-101-055-0000 16-21-101-056-0000 16-21-101-057-0000 16-21-101-058-0000 16-21-101-059-0000 16-21-102-010-0000 16-21-102-011-0000","1533 S 55TH CICERO","15008","5-80 5-80 5-80 5-80 6-70B 6-70B 6-70B 6-70B 6-70B 5-93 6-63B","16:INDUSTRIAL-LIGHT MANUFACTURING","182043",NA,"6007000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"122516",NA,NA,NA,NA,NA,"953649.2295","0.085","0.073751189344","0.158751189344",NA,"1947","C","9.9","1212908.4","0.075","1121940.27","0.15","4","0","0","49.0319161208488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","16-21-102-025-0000","16-21-102-025-0000 16-21-102-026-0000","1425 S 55TH CICERO","15008","5-93 5-93","16:INDUSTRIAL-LIGHT MANUFACTURING","157943",NA,"3286000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"64432",NA,NA,NA,NA,NA,"557256.26","0.085","0.0845771418916565","0.169577141891656",NA,"1939","C","11","708752","0.075","655595.6","0.15","4","0","0","51.0018620642027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","16-21-103-002-0000","16-21-103-002-0000","5429 W ROOSEVELT CICERO","15008","5-93","17:INDUSTRIAL-STORAGE WAREHOUSES","84463",NA,"1582000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"31020",NA,NA,NA,NA,NA,"268284.225","0.085","0.0845773263309407","0.169577326330941",NA,"1917","C","11","341220","0.075","315628.5","0.15","4","0","0","51.001806592477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","16-21-103-003-0000","16-21-103-003-0000 16-21-103-014-0000","5421 W ROOSEVELT CICERO","15008","5-93 5-93","12:INDUSTRIAL-DIST WAREHOUSE, SINGLE STORY","196073",NA,"6093000","4854690","New Development","Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"85680",NA,NA,NA,NA,NA,"911408.31936","0.065","0.084577052","0.149577052",NA,"2026","A","13.068","1119666.24","0.075","1035691.272","0.12","4","0","0","71.1162030389528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","16-21-103-017-0000","16-21-103-017-0000","1540 S 54TH CICERO","15008","5-93","12:INDUSTRIAL-DIST WAREHOUSE, SINGLE STORY","611743",NA,"18438000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"291681",NA,NA,NA,NA,NA,"2757967.527744","0.065","0.0845770613962256","0.149577061396226",NA,"2010","A","11.616","3388166.496","0.075","3134054.0088","0.12","4","0","0","63.2143987302494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","16-21-104-001-0000","16-21-104-001-0000 16-21-104-003-0000 16-21-104-004-0000","5301 W ROOSEVELT CICERO","15008","5-93 5-93 5-93","12:INDUSTRIAL-DIST WAREHOUSE, SINGLE STORY","830608",NA,"25024000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"395857",NA,NA,NA,NA,NA,"3742995.778368","0.065","0.0845770833852973","0.149577083385297",NA,"2024","A","11.616","4598274.912","0.075","4253404.2936","0.12","4","0","0","63.2143894372086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","16-21-105-001-0000","16-21-105-001-0000 16-21-105-002-0000 16-21-105-003-0000 16-21-105-004-0000","1541 S 54TH CICERO","15008","6-63 6-63 6-63 6-63","12:INDUSTRIAL-DIST WAREHOUSE, SINGLE STORY","810219",NA,"28318000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"325584",NA,NA,NA,NA,NA,"2798667.97056","0.065","0.0338308208","0.0988308208",NA,"2018","A","10.56","3438167.04","0.075","3180304.512","0.12","4","0","0","86.9752970826283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","16-21-106-003-0000","16-21-106-003-0000","5253 W ROOSEVELT CICERO","15008","5-93","17:INDUSTRIAL-STORAGE WAREHOUSES","131301",NA,"4201000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"91515",NA,NA,NA,NA,NA,"712341.320625","0.085","0.0845771152587799","0.16957711525878",NA,"1974","C","9.9","905998.5","0.075","838048.6125","0.15","4","0","0","45.9016830668547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","16-21-106-004-0000","16-21-106-004-0000","1400 S LARAMIE CICERO","15012","6-63","12:INDUSTRIAL-DIST WAREHOUSE, SINGLE STORY","1445880",NA,"50274000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"578024",NA,NA,NA,NA,NA,"4968601.82016","0.065","0.0338308208","0.0988308208",NA,"2020","A","10.56","6103933.44","0.075","5646138.432","0.12","4","0","0","86.9752970826283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","16-21-200-019-0000","16-21-200-011-0000 16-21-200-012-0000 16-21-200-013-0000 16-21-200-014-0000 16-21-200-015-0000 16-21-200-016-0000 16-21-200-017-0000 16-21-200-018-0000 16-21-200-019-0000 16-21-200-020-0000 16-21-200-021-0000 16-21-200-022-0000 16-21-200-023-0000 16-21-200-024-0000 16-21-200-043-0000 16-21-208-001-0000 16-21-208-002-0000 16-21-208-003-0000 16-21-208-004-0000 16-21-208-005-0000 16-21-208-006-0000 16-21-208-007-0000 16-21-208-008-0000 16-21-208-009-0000 16-21-208-010-0000 16-21-208-011-0000 16-21-208-012-0000","1233 S LARAMIE CICERO","15008","5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-93 5-80 5-80 5-80 5-80","17:INDUSTRIAL-STORAGE WAREHOUSES","93047",NA,"3594000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"78292",NA,NA,NA,NA,NA,"609415.1415","0.085","0.0845773371912277","0.169577337191228",NA,"1984","C","9.9","775090.8","0.075","716958.99","0.15","4","0","0","45.9016229935391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","16-21-201-003-0000","16-21-201-003-0000 16-21-201-004-0000 16-21-201-005-0000","5115 W ROOSEVELT CICERO","15001","5-93 5-93 5-93","17:INDUSTRIAL-STORAGE WAREHOUSES","9375",NA,"341000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"5575",NA,NA,NA,NA,NA,"57860.1375","0.085","0.084577929121776","0.169577929121776",NA,"1958","C","13.2","73590","0.075","68070.75","0.15","4","0","0","61.2019503584518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","16-21-208-023-0000","16-21-208-018-0000 16-21-208-019-0000 16-21-208-020-0000 16-21-208-021-0000 16-21-208-022-0000 16-21-208-023-0000","1347 S LARAMIE CICERO","15008","5-80 5-80 5-80 5-80 5-93 5-93","17:INDUSTRIAL-STORAGE WAREHOUSES","21508",NA,"310000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"3650",NA,NA,NA,NA,NA,"37881.525","0.085","0.0845757725262696","0.16957577252627",NA,"1930","C","13.2","48180","0.075","44566.5","0.15","4","6908","86350","61.2027286998927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","16-21-216-003-0000","16-21-216-003-0000 16-21-216-004-0000 16-21-216-005-0000 16-21-216-006-0000 16-21-216-007-0000","1411 S LARAMIE CICERO","15008","5-93 5-93 5-93 5-93 5-80","16:INDUSTRIAL-LIGHT MANUFACTURING","15280",NA,"601000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"9827",NA,NA,NA,NA,NA,"101989.5195","0.085","0.0845779366990475","0.169577936699047",NA,"1967","C","13.2","129716.4","0.075","119987.67","0.15","4","0","0","61.2019476237577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","16-21-216-020-0000","16-21-216-015-0000 16-21-216-016-0000 16-21-216-017-0000 16-21-216-018-0000 16-21-216-019-0000 16-21-216-020-0000 16-21-216-021-0000","1445 S LARAMIE CICERO","15008","5-93 5-93 5-93 5-93 5-93 5-93 5-93","16:INDUSTRIAL-LIGHT MANUFACTURING","21349",NA,"877000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"15632",NA,NA,NA,NA,NA,"148716.986","0.085","0.0845773154052403","0.16957731540524",NA,"1957","C","12.1","189147.2","0.075","174961.16","0.15","4","0","0","56.1019908663209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","16-21-224-001-0000","16-21-224-001-0000 16-21-224-014-0000 16-21-224-015-0000","1505 S LARAMIE CICERO","15008","5-93 5-93 5-93","17:INDUSTRIAL-STORAGE WAREHOUSES","19344",NA,"1010000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"18000",NA,NA,NA,NA,NA,"171245.25","0.085","0.0845772821410119","0.169577282141012",NA,"1953","C","12.1","217800","0.075","201465","0.15","4","0","0","56.1020018712704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","16-21-224-035-0000","16-21-224-035-0000","5130 W 16TH CICERO","15004","5-93","17:INDUSTRIAL-STORAGE WAREHOUSES","14911",NA,"886000",NA,NA,"Industrials","Cicero 2026 T15.PublicModel.xlsx",NA,"15789",NA,NA,NA,NA,NA,"150210.625125","0.085","0.084577052","0.169577052",NA,"1907","C","12.1","191046.9","0.075","176718.3825","0.15","4","0","0","56.1020780099421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
